Timestamp,Nationality,Age,Marital Status,Number of dependents,What percentage of your income goes to expenses related to your dependents?,Gender,Type of Employment,Are you in the Public or Private Sector?,Highest Educational Level,Which Region of Ghana Are You Based in?,What Industry do you work in?,What is the range of your take-home monthly income including all allowances and side endeavours?,Is your income mainly from a company/business based in Ghana or abroad?,Working arrangement.,How many months' worth of expenses do you have saved up?,Including your retirement benefits but excluding any physical assets? How much do you have saved up?,Do you own a home?,Do you own a car?
12/06/2023 10:28:26,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Unemployed,,Graduate,Northern,Technology & Telecommunication,"GH¢1,000 and below",Ghana-Based,Remote working,Zero months,"GH¢10,000 or less",Yes,No
12/06/2023 10:29:56,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,No
12/06/2023 10:29:58,Ghanaian,26 - 35,Unmarried (never before married),None,21% - 30%,Female,Formally Employed,Public Sector,Graduate,Upper West,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 10:31:15,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Legal Services,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No
12/06/2023 10:35:58,Ghanaian,26 - 35,Unmarried (never before married),None,,Female,Informally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 10:39:39,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Self-Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢10,000 - GH¢14,999",Abroad,Remote working,1 - 3 months,"GH¢10,000 or less",No,Yes
12/06/2023 10:40:29,Ghanaian,26 - 35,Unmarried (never before married),None,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,Remote working,More than 12 months,"GH¢200,000 - GH¢499,999",No,No
12/06/2023 10:42:36,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 10:43:44,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢1,000 and below",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 10:45:47,Ghanaian,26 - 35,Married,1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢50,000 and above",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢500,000 - GH¢999,999",No,Yes
12/06/2023 10:46:37,Ghanaian,26 - 35,Married,None,5% or less,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,8 - 12 months,"GH¢100,000 - GH¢199,999",No,Yes
12/06/2023 10:46:38,Ghanaian,26 - 35,Unmarried (never before married),None,More than 50%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Abroad,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 10:47:45,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes
12/06/2023 10:52:03,Ghanaian,36 - 45,Married,4-7,31% - 40%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢20,000 - GH¢29,999",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,Yes
12/06/2023 10:52:07,Ghanaian,25 and below,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Public Sector,Graduate,Western,"Mining, Oil & Gas, Energy","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 10:52:56,Ghanaian,26 - 35,Unmarried (never before married),4-7,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Upper West,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
12/06/2023 10:53:36,Ghanaian,26 - 35,Married,None,5% or less,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,Zero months,"GH¢30,000 - GH¢49,999",Yes,No
12/06/2023 10:54:06,Ghanaian,26 - 35,Married,1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢100,000 - GH¢199,999",No,Yes
12/06/2023 10:55:48,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Creative Arts & Entertainment,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,8 - 12 months,"GH¢30,000 - GH¢49,999",No,No
12/06/2023 10:59:38,Ghanaian,25 and below,Unmarried (never before married),1-3,31% - 40%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 11:02:23,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Self-Employed,,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Abroad,Remote working,Zero months,"GH¢10,000 or less",No,Yes
12/06/2023 11:02:57,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Legal Services,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 11:04:39,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,More than 12 months,"GH¢100,000 - GH¢199,999",No,No
12/06/2023 11:10:15,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Public Sector,Post-Graduate,Northern,Security Services,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,Yes
12/06/2023 11:18:46,Ghanaian,36 - 45,Married,1-3,31% - 40%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢10,000 - GH¢14,999",Abroad,Hybrid of on-site & remote working,8 - 12 months,"GH¢50,000 - GH¢99,999",Yes,Yes
12/06/2023 11:20:07,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Female,Formally Employed,Public Sector,Graduate,Western,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 11:23:04,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Senior High School and Below,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢2,500 - GH¢4,999",Abroad,Remote working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 11:24:34,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Public Sector,Graduate,Bono East,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 11:24:40,Ghanaian,26 - 35,Married,4-7,More than 50%,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Security Services,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,4 - 7 months,"GH¢100,000 - GH¢199,999",Yes,Yes
12/06/2023 11:25:17,Ghanaian,26 - 35,Married,1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢50,000 and above",Abroad,On-site working,Zero months,"GH¢200,000 - GH¢499,999",No,Yes
12/06/2023 11:29:38,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Female,Informally Employed,Private Sector,Graduate,Greater Accra,Creative Arts & Entertainment,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 11:30:46,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 11:30:53,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 11:37:22,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 11:37:29,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,Yes
12/06/2023 11:37:34,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 11:38:30,Non-Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢30,000 - GH¢49,999",Abroad,Remote working,4 - 7 months,"GH¢200,000 - GH¢499,999",No,Yes
12/06/2023 11:38:46,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Non-binary,Formally Employed,Private Sector,Graduate,Eastern Region,Health,"GH¢5,000 - GH¢7,499",Abroad,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 11:39:56,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,Yes
12/06/2023 11:40:03,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,4 - 7 months,"GH¢50,000 - GH¢99,999",No,No
12/06/2023 11:41:58,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,Yes
12/06/2023 11:45:54,Ghanaian,26 - 35,Married,1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢200,000 - GH¢499,999",Yes,Yes
12/06/2023 11:49:13,Ghanaian,26 - 35,Married,1-3,41% - 50%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No
12/06/2023 11:50:22,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Public Sector,Post-Graduate,Volta,Sanitation & Public Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢100,000 - GH¢199,999",No,No
12/06/2023 11:56:10,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Informally Employed,Private Sector,Graduate,Greater Accra,Trade in Goods,"GH¢1,000 and below",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 11:59:40,Ghanaian,26 - 35,Married,1-3,5% or less,Male,Self-Employed,Private Sector,Graduate,Greater Accra,"Repairs - Automotive, Appliances & Others","GH¢20,000 - GH¢29,999",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢500,000 - GH¢999,999",No,Yes
12/06/2023 12:03:08,Ghanaian,25 and below,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢50,000 - GH¢99,999",No,Yes
12/06/2023 12:17:00,Ghanaian,26 - 35,Married,1-3,6-10%,Male,Formally Employed,Public Sector,Graduate,Central,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 12:17:49,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Female,Formally Employed,Public Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 12:25:21,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Repairs - Automotive, Appliances & Others","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
12/06/2023 12:28:21,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Unemployed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,Yes
12/06/2023 12:30:31,Ghanaian,25 and below,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Agriculture ,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 12:43:47,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,Creative Arts & Entertainment,"GH¢5,000 - GH¢7,499",Abroad,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 12:46:34,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Self-Employed,Private Sector,Graduate,Greater Accra,Logistics ,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 12:47:38,Ghanaian,26 - 35,Unmarried (never before married),None,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 12:52:16,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,000 and below",Abroad,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 12:56:05,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Senior High School and Below,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 12:56:43,Ghanaian,26 - 35,Unmarried (never before married),None,11% - 20%,Male,Informally Employed,Public Sector,Post-Graduate,Ashanti,Education,"GH¢1,000 and below",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 12:57:29,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Informally Employed,Private Sector,Graduate,Central,Journalism,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 12:57:41,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Male,Formally Employed,Public Sector,Professional Certification Only,Bono East,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,Yes
12/06/2023 12:59:51,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 12:59:59,Ghanaian,25 and below,Unmarried (never before married),None,,Male,Full-time Student,,Senior High School and Below,Ashanti,Technology & Telecommunication,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 13:00:34,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,More than 12 months,"GH¢10,000 or less",No,No
12/06/2023 13:00:50,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Trade in Goods,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 13:02:47,Ghanaian,36 - 45,Married,4-7,More than 50%,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢100,000 - GH¢199,999",Yes,Yes
12/06/2023 13:05:06,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Female,Formally Employed,Private Sector,Professional Certification Only,Greater Accra,Creative Arts & Entertainment,"GH¢5,000 - GH¢7,499",Abroad,Remote working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 13:19:14,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Graduate,Volta,Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,More than 12 months,"GH¢10,000 or less",Yes,No
12/06/2023 13:19:39,Ghanaian,26 - 35,Married,1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Eastern Region,Security Services,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes
12/06/2023 13:19:42,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Research and consulting ,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
