timestamp,nationality,age,marital_status,number_of_dependents,what_percentage_of_your_income_goes_to_expenses_related_to_your_dependents,gender,type_of_employment,are_you_in_the_public_or_private_sector,highest_educational_level,which_region_of_ghana_are_you_based_in,what_industry_do_you_work_in,monthly_income,is_your_income_mainly_from_a_company_business_based_in_ghana_or_abroad,working_arrangement,months_spending_saved,amount_saved,do_you_own_a_home,do_you_own_a_car,survey,how_long_have_you_been_working_for,which_currency_do_you_primarily_earn_in,monthly_income_group,amount_saved_group
2024-05-22T09:45:14Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Informally Employed,Public Sector,Professional Certification Only,Greater Accra,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2024-05-22T09:48:03Z,Ghanaian,26 - 35,Married,1-3,11% - 20%,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Education,"GH¢10,000 - GH¢14,999",Abroad,On-site working,More than 12 months,"GH¢100,000 - GH¢199,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2024-05-22T09:49:30Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,41% - 50%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",Yes,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2024-05-22T09:51:17Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2024-05-22T09:55:54Z,Ghanaian,25 and below,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Electrical Engineering,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,Less than a Year,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T10:00:29Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Industrialization,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢100,000 - GH¢199,999",No,No,GESS 2,1 - 3 Years,US Dollars (US$),"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2024-05-22T10:06:21Z,Ghanaian,26 - 35,Married,4-7,6-10%,Male,Formally Employed,Private Sector,Graduate,Western,"Mining, Oil & Gas, Energy","GH¢30,000 - GH¢49,999",Ghana-Based,On-site working,1 - 3 months,"GH¢200,000 - GH¢499,999",No,Yes,GESS 2,4 - 7 Years,US Dollars (US$),"GH¢20,000 and above","GH¢200,000 and above"
2024-05-22T10:09:37Z,Ghanaian,36 - 45,Married,1-3,6-10%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,Agriculture,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T10:11:07Z,Ghanaian,36 - 45,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Public Sector,Graduate,Central,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2024-05-22T10:21:28Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Education,"GH¢10,000 - GH¢14,999",Abroad,On-site working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,No,GESS 2,4 - 7 Years,US Dollars (US$),"GH¢10,000 - GH¢19,999","GH¢30,000 - GH¢49,999"
2024-05-22T10:26:49Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,Yes,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢50,000 - GH¢99,999"
2024-05-22T10:41:10Z,Ghanaian,26 - 35,Unmarried (never before married),4-7,21% - 30%,Male,Informally Employed,Private Sector,Graduate,Greater Accra,Trade in Goods,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T10:49:52Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Public Sector,Graduate,Bono East,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,8 - 12 months,"GH¢50,000 - GH¢99,999",No,No,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢50,000 - GH¢99,999"
2024-05-22T10:58:47Z,Ghanaian,26 - 35,Unmarried (never before married),None,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,More than 12 months,"GH¢30,000 - GH¢49,999",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢30,000 - GH¢49,999"
2024-05-22T11:03:16Z,Ghanaian,36 - 45,"Unmarried (divorced, widowed or separated)",4-7,More than 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢200,000 - GH¢499,999",Yes,Yes,GESS 2,13 - 20 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢200,000 and above"
2024-05-22T11:05:15Z,Ghanaian,36 - 45,"Unmarried (divorced, widowed or separated)",4-7,More than 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢200,000 - GH¢499,999",Yes,Yes,GESS 2,13 - 20 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢200,000 and above"
2024-05-22T11:11:56Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T11:13:07Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Health,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,Zero months,"GH¢50,000 - GH¢99,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢50,000 - GH¢99,999"
2024-05-22T11:17:19Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Marine surveys,"GH¢1,000 and below",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T11:22:58Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Male,Informally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢1,001 - GH¢2,499",Abroad,On-site working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T11:40:00Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T11:44:30Z,Ghanaian,26 - 35,Married,4-7,41% - 50%,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢50,000 and above",Abroad,Hybrid of on-site & remote working,8 - 12 months,"GH¢3,000,000 - GH¢9,999,999",Yes,Yes,GESS 2,13 - 20 Years,US Dollars (US$),"GH¢20,000 and above","GH¢200,000 and above"
2024-05-22T11:45:29Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Female,Formally Employed,Public Sector,Graduate,Greater Accra,"Transport, Logistics & Supply Chain Management","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T12:02:07Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Investment,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T12:06:49Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2024-05-22T12:24:34Z,Ghanaian,36 - 45,"Unmarried (divorced, widowed or separated)",More than 7,5% or less,Male,Unemployed,Private Sector,Graduate,Volta,"Transport, Logistics & Supply Chain Management","GH¢50,000 and above",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢1,000,000 - GH¢2,999,999",Yes,Yes,GESS 2,21 Years and Above,Ghana Cedis (GHS),"GH¢20,000 and above","GH¢200,000 and above"
2024-05-22T12:25:27Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢20,000 - GH¢29,999",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢200,000 - GH¢499,999",No,Yes,GESS 2,4 - 7 Years,US Dollars (US$),"GH¢20,000 and above","GH¢200,000 and above"
2024-05-22T12:27:13Z,Ghanaian,36 - 45,Married,4-7,41% - 50%,Male,Formally Employed,Public Sector,Post-Graduate,Central,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Pound Sterling (GBP),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T12:28:29Z,Ghanaian,25 and below,Unmarried (never before married),1-3,5% or less,Male,Informally Employed,Private Sector,Senior High School and Below,Greater Accra,Trade in Goods,"GH¢1,000 and below",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T12:31:19Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢50,000 - GH¢99,999"
2024-05-22T12:50:42Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Senior High School and Below,Greater Accra,Process Engineering,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,Less than a Year,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T12:58:09Z,Ghanaian,26 - 35,Married,4-7,21% - 30%,Male,Formally Employed,Private Sector,Post-Graduate,Western,"Mining, Oil & Gas, Energy","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 2,8 - 12 Years,US Dollars (US$),"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2024-05-22T13:00:22Z,Ghanaian,25 and below,Unmarried (never before married),4-7,5% or less,Male,Formally Employed,Private Sector,Senior High School and Below,Greater Accra,Technology & Telecommunication,"GH¢50,000 and above",Abroad,Remote working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 2,4 - 7 Years,US Dollars (US$),"GH¢20,000 and above","GH¢30,000 - GH¢49,999"
2024-05-22T13:03:41Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T13:09:41Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢50,000 - GH¢99,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢50,000 - GH¢99,999"
2024-05-22T13:22:42Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Graduate,Ashanti,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,8 - 12 months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T13:27:45Z,Ghanaian,26 - 35,Unmarried (never before married),4-7,11% - 20%,Male,Self-Employed,Private Sector,Senior High School and Below,Greater Accra,Creative Arts & Entertainment,"GH¢1,000 and below",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T13:28:11Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T13:28:56Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢100,000 - GH¢199,999"
2024-05-22T13:34:26Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,More than 12 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2024-05-22T13:34:36Z,Ghanaian,25 and below,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Public Sector,Graduate,Greater Accra,Security Services,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T13:54:18Z,Ghanaian,36 - 45,Married,More than 7,More than 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T13:59:17Z,Ghanaian,25 and below,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T14:08:14Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢200,000 - GH¢499,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢200,000 and above"
2024-05-22T14:14:22Z,Ghanaian,26 - 35,Unmarried (never before married),4-7,11% - 20%,Female,Formally Employed,Public Sector,Post-Graduate,Bono East,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,More than 12 months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T14:27:57Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2024-05-22T14:33:59Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Trade in Goods,"GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,001 - GH¢29,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2024-05-22T14:44:08Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,8 - 12 months,"GH¢30,000 - GH¢49,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢30,000 - GH¢49,999"
2024-05-22T15:31:27Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Informally Employed,Private Sector,Graduate,Ashanti,Health,"GH¢1,001 - GH¢2,499",Abroad,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,Less than a Year,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T15:32:39Z,Ghanaian,26 - 35,Married,1-3,21% - 30%,Male,Formally Employed,NA,Post-Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢50,000 and above",Abroad,Hybrid of on-site & remote working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 2,8 - 12 Years,US Dollars (US$),"GH¢20,000 and above","GH¢30,000 - GH¢49,999"
2024-05-22T15:34:37Z,Ghanaian,36 - 45,Married,1-3,More than 50%,Female,Formally Employed,Public Sector,Graduate,Ashanti,Education,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T15:41:27Z,Ghanaian,25 and below,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢1,000 and below",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T16:03:14Z,Ghanaian,25 and below,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢10,000 - GH¢14,999",Abroad,Hybrid of on-site & remote working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 2,1 - 3 Years,US Dollars (US$),"GH¢10,000 - GH¢19,999","GH¢30,000 - GH¢49,999"
2024-05-22T16:23:48Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢30,000 - GH¢49,999",Abroad,Remote working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No,GESS 2,4 - 7 Years,US Dollars (US$),"GH¢20,000 and above","GH¢30,000 - GH¢49,999"
2024-05-22T16:31:07Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2024-05-22T16:47:42Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢7,500 - GH¢9,999",Ghana-Based,Remote working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢30,000 - GH¢49,999"
2024-05-22T16:58:18Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢500,000 - GH¢999,999",No,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢200,000 and above"
